ID;DEPARTAMENTO;ACCESS POINT;ATA AUDIOCODES;EQUIPO CLIENTE;EQUIPO SERVIDOR;IMPRESORA LASER;MESA PARA TV O IMPRESORA;SKY EDGE WEB ENHANCE;SWITCH 8 PUERTOS;TELEFONO PUBLICO;"TELEVISOR 42""";Total general
52100;BOLIVAR;AP2348;AT2419;;ES2367;IM3302;ME2942;SE2277;SW2113;TP2215;TV2348;9
52101;BOLIVAR;AP2412;AT2403;;ES2142;IM2113;ME2903;SE2162;SW2312;TP2303;TV2392;9
52102;CORDOBA;AP1519;AT3009;;ES1211;IM1499;ME2261;SE1705;SW1548;TP1494;TV1542;9
52103;CORDOBA;AP1388;AT2884;;ES1410;IM3508;ME2385;SE1402;SW1521;;TV1429;8
52104;BOLIVAR;AP2112;AT2455;;ES2215;IM2176;ME3032;SE2381;SW2345;TP2235;TV2306;9
52105;CORDOBA;AP1237;AT1602;;;IM1414;ME3478;SE1409;SW1656;TP1667;TV1476;8
52107;CORDOBA;AP1525;AT1571;;ES2957;IM1289;;SE1584;SW1549;TP1283;TV1206;8
52108;CORDOBA;AP1392;AT1639;;ES1413;IM1374;ME2285;SE1656;SW1659;TP1477;TV1478;9
52109;CORDOBA;AP1694;AT1539;;ES1671;IM1444;ME3783;SE1428;SW1652;TP4718;TV1552;9
52110;CORDOBA;AP1693;AT1550;;ES1586;IM3538;ME2358;SE1431;SW1641;TP1692;TV1461;9
52111;GUAVIARE;AP2536;AT2536;;ES2460;IM3596;ME3249;SE2536;SW2536;TP2536;TV2536;9
52112;GUAVIARE;AP2548;AT2548;;ES2548;IM2460;ME3198;SE2548;SW2548;TP3543;TV2548;9
52113;GUAVIARE;AP2641;AT2641;;ES2641;IM2641;ME3296;SE2641;SW2641;TP2641;TV2641;9
52114;GUAVIARE;AP2614;AT2614;;ES2614;IM2634;ME3224;SE2614;SW2614;TP2634;TV2614;9
52115;CORDOBA;AP1287;AT1216;;ES3125;IM3264;;SE1536;SW1237;TP4624;TV1523;8
52116;CORDOBA;AP1405;AT1603;;ES1509;IM3079;ME2288;SE1559;SW1657;TP1269;TV1408;9
52117;CORDOBA;AP1687;AT1554;;ES1582;IM1430;ME2355;SE1433;SW1645;TP1696;TV1465;9
52119;CORDOBA;AP1295;AT1224;;ES1394;IM1334;ME2213;SE1242;SW1244;TP1344;TV1374;9
52120;CORDOBA;AP1674;AT1457;;ES1561;IM1415;ME2181;SE1413;SW1625;;TV1483;8
52121;CORDOBA;AP1348;AT1441;;ES1257;IM0078;ME2410;SE1462;SW1387;TP4680;TV1652;9
52123;CORDOBA;AP1571;AT1288;;;IM1211;ME2365;SE1251;SW1665;TP1437;TV1227;8
52124;CORDOBA;AP1632;AT1299;;ES2880;IM3100;ME2436;SE1269;SW1272;TP1220;TV1569;9
52125;META;AP2508;;;ES2508;IM2508;ME3180;SE2508;SW2508;TP2508;TV2508;8
52127;META;AP2480;AT2480;;ES2480;IM2480;ME3169;SE2480;SW2480;TP3305;TV2480;9
52128;SUCRE;AP1808;AT1810;;ES1810;IM1923;ME2710;SE1820;SW1810;;TV1810;8
52129;SUCRE;AP1807;AT1809;;ES1809;IM1810;ME2655;SE1819;SW1809;TP4993;TV1809;9
52130;SUCRE;AP1987;AT2104;;ES1973;IM1932;ME2709;SE2056;SW1984;TP1991;TV1996;9
52132;BOLIVAR;AP2905;;;ES2383;IM2412;ME2898;SE2418;SW2163;TP3390;TV2418;8
52133;BOLIVAR;AP2268;AT2213;;ES2384;IM2413;ME2899;SE2417;SW2164;TP2119;TV2417;9
52134;BOLIVAR;AP2129;AT2439;;ES2229;IM2399;ME3045;SE2106;SW2412;TP2252;TV2322;9
52135;BOLIVAR;AP2307;AT2451;;ES4317;IM3404;ME3034;SE2377;SW2337;TP2237;TV2969;9
52136;BOLIVAR;AP2346;AT2417;;ES2366;IM2943;ME3885;SE2395;;;TV2346;7
52137;BOLIVAR;AP2345;AT2416;;ES2365;IM2197;ME2943;SE2396;SW2116;TP2152;TV2345;9
52138;BOLIVAR;AP2253;AT2118;;ES2261;IM2404;ME3047;SE2108;SW2410;TP2382;TV2318;9
52140;BOLIVAR;AP2206;AT2441;;ES2256;IM2446;ME3137;SE2257;SW2406;TP2255;TV2316;9
52141;CAUCA;AP0206;AT0586;;ES0579;IM3623;ME1343;SE0376;SW0679;TP1517;TV0398;9
52142;VALLE DEL CAUCA;AP1066;;;ES1164;IM3150;ME1803;SE0986;SW1136;TP1109;TV0859;8
52143;VALLE DEL CAUCA;AP1086;AT1039;;ES1188;IM1032;ME1842;SE0964;SW1123;TP0974;TV0879;9
52144;VALLE DEL CAUCA;AP1147;AT0886;;ES1138;IM1201;ME1895;SE1047;SW0987;TP0893;TV1087;9
52145;VALLE DEL CAUCA;AP1126;AT2948;;ES1174;IM1018;ME1996;SE2800;SW0966;;TV1066;8
52146;VALLE DEL CAUCA;AP1159;AT1089;;ES0890;IM3185;ME1811;SE0955;SW0859;TP1115;TV1149;9
52147;VALLE DEL CAUCA;AP0947;AT1128;;ES1029;IM0969;ME2034;SE1110;SW1027;TP3257;TV1007;9
52148;VALLE DEL CAUCA;AP0858;AT1148;;ES1008;IM0918;ME1997;SE1118;SW0908;TP2905;TV0918;9
52149;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2724;AT2724;EC2880;ES2714;IM2997;ME3347;SE2724;SW2724;TP2724;TV2968;10
52150;BOLIVAR;AP2262;AT3112;;ES2388;IM3541;ME2859;SE2268;SW2170;TP2112;TV2985;9
52151;BOLIVAR;AP2884;AT2225;;ES3113;IM2297;ME2981;SE2264;SW2222;TP2325;TV2157;9
52152;BOLIVAR;AP2263;AT2221;;ES2389;IM2423;;SE2412;SW2171;;TV2411;7
52153;BOLIVAR;AP2261;AT2223;;ES2387;IM2422;ME2856;SE2413;SW2173;;TV2413;8
52154;BOLIVAR;AP2270;;;ES2382;IM3142;ME2897;SE2419;SW2162;TP2331;TV2419;8
52155;BOLIVAR;AP2259;AT2218;;ES2386;;ME2860;SE2409;SW2167;TP2192;TV2407;8
52156;CAUCA;AP0075;AT0612;;ES0609;IM0320;;SE0648;SW0642;TP0452;TV0392;8
52157;CAUCA;AP0848;AT0510;;ES0423;IM0579;ME1009;SE0073;SW0213;TP0849;TV0584;9
52158;CAUCA;;AT2979;;;;ME1384;SE0072;SW0224;;TV0593;5
52159;CAUCA;AP0686;AT0670;;ES0536;IM0092;ME1098;SE0843;SW0375;TP0465;TV0334;9
52160;CAUCA;AP0380;AT0433;;ES0333;IM0383;ME1173;SE0633;SW0505;TP0227;TV0070;9
52161;CAUCA;AP0454;AT3190;;ES0010;IM3288;ME1141;;SW0536;;TV0550;7
52162;CAUCA;AP0303;AT0303;;ES0303;;ME1422;SE0303;SW0303;TP0303;TV0303;8
52163;CAUCA;AP0388;AT0423;;ES0322;IM0372;ME1195;SE0622;SW0363;TP0239;TV0008;9
52165;CAUCA;AP0308;AT0694;;ES0805;IM0612;ME1678;SE0698;SW0352;TP0626;TV0805;9
52166;CAUCA;AP3015;AT0196;;ES3015;IM3015;ME1740;SE3015;SW3015;TP3015;TV3015;9
52167;CAUCA;AP0583;AT0369;;ES0553;IM0096;ME1722;SE0579;SW0087;TP3131;TV0501;9
52168;CAUCA;AP0072;AT0660;;ES0602;IM3399;ME1371;SE0559;SW0421;TP0371;TV0469;9
52169;CAUCA;AP0340;AT0576;;;IM0855;ME1699;SE0503;SW0063;TP0663;TV0074;8
52170;CAUCA;AP0307;AT0693;;ES0370;IM0789;ME1680;SE0697;SW0351;;TV0804;8
52171;CAUCA;;;;;;;;;;;0
52173;META;AP2499;AT2539;;ES2499;IM3625;ME3173;SE2539;SW2539;TP2506;TV2500;9
52174;BOLIVAR;AP2145;AT2345;;ES2315;IM2365;ME3130;SE2145;SW2135;TP2163;TV2215;9
52176;CAUCA;AP0691;AT0055;;ES0576;IM3222;;SE0450;SW0628;TP0481;TV0653;8
52177;CAUCA;AP0443;AT0385;;ES0815;IM0688;ME1471;SE0465;SW0669;TP3318;TV0353;9
52178;CAUCA;AP1034;AT0993;;ES0993;IM1095;ME1099;SE1174;SW1084;TP1094;TV0994;9
52179;CAUCA;AP0083;AT0390;;ES0391;IM3571;ME1084;SE0394;SW0452;TP0366;TV0384;9
52180;CAUCA;AP0325;AT2977;;ES0371;IM3438;ME1077;SE0848;SW0534;TP0632;TV0032;9
52181;CAUCA;AP0744;AT0994;;ES0994;IM3278;ME1083;SE1175;SW0744;TP2922;TV0947;9
52182;CAUCA;AP0218;AT0362;;ES0825;IM0833;ME1324;SE0388;SW0683;TP0345;TV0637;9
52183;META;AP2494;AT2494;;ES2494;IM2520;ME3223;SE2520;SW2494;TP3551;TV2494;9
52184;BOLIVAR;AP2420;AT2396;;ES2150;IM2120;ME2863;SE2170;SW2320;TP2298;TV2400;9
52185;META;AP2513;AT2513;;ES2513;;ME3179;SE2513;SW2513;TP2513;TV2513;8
52186;META;AP2604;AT2604;;ES2604;IM1028;ME3191;SE2604;SW2604;TP3638;TV2604;9
52188;META;AP2473;AT2473;;ES0343;IM2896;ME3168;SE2473;SW2473;TP2473;TV2473;9
52190;BOLIVAR;AP2332;AT2315;;ES2342;IM2391;ME3016;SE2133;SW2443;TP2194;TV2242;9
52191;BOLIVAR;AP2329;AT2328;;ES2339;;ME3013;SE2130;SW2439;TP2190;;7
52192;BOLIVAR;AP2328;;;ES2338;IM2387;ME3012;SE2128;SW2438;TP2181;TV2238;8
52194;CAUCA;AP0747;AT0747;;ES0747;IM0747;ME1604;SE0747;SW0747;TP0747;TV0747;9
52195;SUCRE;AP1946;AT2002;;ES2039;IM1962;ME2613;SE1967;SW1938;TP1946;TV1919;9
52196;SUCRE;AP2017;AT2084;;ES2061;IM2062;ME2749;SE2082;SW2022;TP2072;TV2014;9
52198;BOLIVAR;AP2245;AT2392;;ES2242;IM2342;ME3098;SE2297;SW2255;TP2362;TV2197;9
52199;BOLIVAR;AP2308;AT2314;;ES2218;IM2178;ME3035;SE2378;SW2338;TP2238;TV2309;9
52200;CORDOBA;AP1214;AT1632;;ES4616;IM3258;ME2286;SE1679;SW1537;TP1280;TV1524;9
52201;VALLE DEL CAUCA;AP1105;AT1037;;ES1205;IM2895;ME1818;SE0975;SW1122;TP1147;TV0897;9
52202;VALLE DEL CAUCA;AP1099;AT1031;;ES0896;IM1136;ME1973;SE0967;SW1116;TP1140;TV0891;9
52203;VALLE DEL CAUCA;AP1142;AT0883;;ES1134;IM1194;ME1921;SE1043;SW0983;TP0883;TV1083;9
52204;SUCRE;AP1819;AT1818;;ES1818;IM1852;ME2725;SE1922;SW1817;TP1985;TV1990;9
52205;SUCRE;AP2001;AT2064;;ES3000;IM1951;ME2737;SE2069;SW2001;TP4953;TV2963;9
52206;CAUCA;AP0446;AT0479;;ES2892;IM0516;ME1703;SE0006;SW0591;TP0518;TV0482;9
52207;META;AP2525;AT2525;;ES2887;IM2713;ME3218;SE2525;SW2525;TP3269;TV2525;9
52208;SUCRE;AP2019;AT2086;;ES2063;;ME2692;SE1901;SW1896;TP2075;TV2016;8
52209;SUCRE;AP1944;AT2000;;;IM3414;ME2612;SE1970;SW2030;TP3476;TV1917;8
52212;META;AP2602;AT2602;;ES2602;IM2461;ME3313;SE2602;SW2602;;TV2559;8
52214;CORDOBA;AP1411;AT1351;;ES1311;IM3020;ME2146;SE1611;SW1311;TP1507;TV1311;9
52215;GUAVIARE;AP2620;AT2620;;ES2620;IM2620;ME3277;SE2620;SW2620;TP2620;TV2620;9
52216;GUAVIARE;AP2635;AT2635;;ES2635;IM3209;ME3293;SE2635;SW2635;TP2635;TV2635;9
52217;GUAVIARE;AP2630;AT2630;;ES2630;IM2630;ME3285;SE2630;SW2630;;TV2630;8
52219;SUCRE;AP1811;AT1938;;ES1811;IM1934;ME2721;SE1991;SW1974;TP1918;TV1813;9
52220;META;AP2553;AT2553;;ES2553;IM2553;ME3209;SE2553;SW2553;TP2553;TV2553;9
52221;BOLIVAR;AP2323;AT2323;;ES0565;IM3172;ME3007;SE2129;SW2442;TP2340;TV2233;9
52223;CAUCA;AP0015;AT0015;;ES0614;IM0015;ME1132;SE0015;SW0496;TP0015;TV3991;9
52224;BOLIVAR;AP2173;AT2139;;ES2308;IM2285;ME2938;SE2323;SW2305;TP2337;TV2118;9
52225;SUCRE;AP2035;AT2083;;ES2080;IM3629;ME2691;SE2096;SW2040;TP2090;TV2031;9
52226;SUCRE;AP2014;AT2096;;;IM2047;ME2746;SE2078;SW2018;TP2068;TV2941;8
52227;CORDOBA;AP1546;AT1695;;ES1228;IM3242;ME2088;SE1367;SW1468;TP1462;TV1510;9
52228;CORDOBA;AP1686;AT1705;;ES1577;IM1419;ME3795;SE1418;SW1627;TP1678;TV1466;9
52229;CORDOBA;AP1523;AT1584;;ES1206;IM1500;ME2054;SE1703;SW1673;TP1285;TV1543;9
52230;CORDOBA;AP1670;AT1460;;ES1565;IM1331;ME2462;SE1410;SW1621;TP1341;TV1480;9
52231;CORDOBA;AP1704;AT1425;;ES1285;IM1313;ME2051;SE1485;SW1371;TP2954;TV1305;9
52232;GUAVIARE;AP2608;AT2608;;ES3003;IM2638;ME3292;SE2608;SW2608;TP3572;TV2972;9
52233;GUAVIARE;AP2628;AT2628;;ES2628;IM2628;ME3294;SE2628;SW2628;TP2628;TV2628;9
52234;CORDOBA;AP1462;AT1397;;ES1468;IM1619;ME2311;SE1216;SW1416;TP1409;TV1266;9
52235;SUCRE;AP1846;AT1905;;ES3127;IM1836;ME2759;SE1855;SW2013;TP3673;TV1836;9
52236;BOLIVAR;AP2113;AT2446;;ES2216;IM3093;ME3033;SE2376;SW2336;TP2236;TV2307;9
52237;META;AP2527;AT2527;;ES2527;IM2527;ME2679;SE2527;SW2527;TP3005;TV2527;9
52238;SUCRE;AP1953;AT1926;;ES1961;IM1911;ME2842;SE1979;SW1962;TP1973;TV1984;9
52239;VALLE DEL CAUCA;AP1076;AT0895;;ES1177;;ME1887;SE0999;SW1146;TP3417;TV0869;8
52240;CORDOBA;AP1669;AT1458;;ES3129;IM3444;ME3802;SE1415;SW1622;TP1673;TV1547;9
52241;SUCRE;AP1981;AT1866;;ES1991;IM2087;ME2636;SE1830;SW1820;TP1990;TV1992;9
52242;CAUCA;AP0208;AT0588;;ES0581;IM0327;;SE0378;;TP0488;TV0400;7
52243;CAUCA;AP0433;AT0622;;ES0808;IM0400;ME1341;SE0361;SW0068;TP0677;TV0495;9
52244;SUCRE;AP2018;AT2085;;ES2062;IM3580;;SE2083;SW2023;TP3164;TV2015;8
52246;VALLE DEL CAUCA;AP1100;AT1032;;ES1200;IM3041;ME1952;SE0970;SW1117;TP1141;TV0892;9
52248;VALLE DEL CAUCA;AP1157;AT1091;;ES0887;IM1147;ME1801;SE0954;SW0857;TP3299;TV1147;9
52249;CAUCA;AP0670;AT0636;;ES0587;IM3030;ME1179;SE0568;SW0549;TP0670;TV0043;9
52250;CAUCA;AP0309;AT0676;EC0780;ES0522;IM3601;ME1069;SE0782;SW0524;TP0425;TV0668;10
52251;CAUCA;AP0369;AT0437;;ES0349;IM3000;ME1473;SE0813;SW0502;TP0209;TV0022;9
52252;ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;AP2725;AT2725;EC2886;ES3051;IM2725;ME3342;SE2725;SW2725;;TV2725;9
52253;BOLIVAR;AP2400;AT2281;;ES2191;IM2131;ME2989;SE2221;SW2381;TP2441;TV2380;9
52254;CAUCA;AP0278;AT0669;;;IM0302;ME1100;SE0847;SW0533;TP0631;TV0033;8
52256;CORDOBA;AP1294;AT1223;;ES3160;IM1333;ME2428;SE1544;SW1243;;TV2988;8
52258;CORDOBA;AP1353;AT1440;;ES1260;IM1593;ME3769;SE1459;SW1390;;TV1650;8
52259;CAUCA;AP0272;AT0210;;ES0272;IM0368;ME1162;SE0272;SW0342;TP0023;TV0272;9
52260;SUCRE;AP1815;AT1815;;ES1817;IM1938;ME2719;SE1823;SW1813;TP1814;TV1816;9
52261;CAUCA;AP0846;AT0552;;ES0416;IM0577;ME1309;SE0071;SW0212;TP0847;TV0592;9
52262;VALLE DEL CAUCA;AP2904;AT0973;;ES0974;IM3556;ME1897;SE1079;SW1064;TP3635;TV0974;9
52263;CAUCA;AP0097;AT0060;;ES0223;IM0649;ME1335;SE0239;SW0652;TP0546;TV0047;9
52264;CAUCA;AP0035;AT0035;;ES0035;IM0035;ME1003;SE0035;SW2898;TP0843;TV0437;9
52265;BOLIVAR;;AT2135;;ES2275;IM2281;ME2969;SE2319;SW2275;TP2397;TV2114;8
52266;BOLIVAR;AP2277;AT2226;;ES2406;IM2426;ME2911;SE2426;SW2176;TP2126;TV2426;9
52267;BOLIVAR;AP2295;AT2247;;ES2397;IM3537;ME3844;SE2449;SW2199;TP2212;TV2446;9
52268;BOLIVAR;AP2427;AT3187;;ES2108;IM3384;ME2661;SE2293;SW2251;TP1988;TV2275;9
52269;VALLE DEL CAUCA;AP1163;AT1095;;ES1192;IM3140;ME1941;SE1177;SW2881;TP3514;TV0934;9
52270;VALLE DEL CAUCA;AP1146;AT0966;;ES1137;IM1202;;SE1050;SW0986;TP1062;TV1086;8
52271;BOLIVAR;AP2453;AT2303;;ES2162;IM2150;ME3148;SE2252;SW2402;TP3186;TV2291;9
52272;CORDOBA;AP1480;AT1381;;ES2904;IM1632;ME2336;SE1231;SW1431;TP3694;TV1681;9
52273;CORDOBA;AP1510;AT1481;;ES1691;IM3436;ME2487;SE1341;SW1581;TP3519;TV1501;9
52274;SUCRE;AP1898;AT1898;;ES1896;IM1899;ME3930;SE1933;SW1908;TP1758;TV1898;9
52275;CAUCA;AP0524;AT0818;;ES0503;IM0727;ME1504;SE0727;SW0483;TP0338;TV0727;9
52276;GUAVIARE;AP2616;AT2616;;ES2616;IM2616;ME3300;SE2616;SW2616;TP2616;TV2616;9
52277;CAUCA;;AT0014;;ES0014;IM0014;ME1467;SE0014;SW0495;TP0014;TV0416;8
52278;GUAVIARE;AP2625;AT2625;;ES1306;IM2625;ME3286;SE2625;SW2625;TP3717;TV2625;9
52279;CORDOBA;AP1491;AT1370;;ES1673;IM3359;;SE1238;SW1439;TP1453;TV1701;8
52280;CAUCA;AP0426;AT0227;;ES0082;IM0432;ME1737;SE0672;SW0572;TP0832;TV0087;9
52281;CAUCA;AP0756;AT0431;;ES0331;IM0381;ME3553;SE0631;SW0756;;TV0068;8
52282;SUCRE;AP1849;AT3033;;ES2028;IM3395;ME2837;SE1959;SW1930;TP4961;TV1910;9
52283;CORDOBA;AP1683;AT1702;;ES1574;IM1422;ME2170;SE1421;SW1630;TP4668;TV1469;9
52285;VALLE DEL CAUCA;AP1045;AT0996;;ES0996;IM1105;ME1939;SE1015;SW1105;TP1085;TV0996;9
52286;BOLIVAR;AP2264;AT2220;;ES2393;IM2421;ME2853;SE2407;SW2172;;TV2412;8
52287;CAUCA;AP0688;AT0090;;;IM0089;ME1127;SE0406;SW0578;TP3458;TV0337;8
52288;VALLE DEL CAUCA;AP1148;AT0887;;ES1139;IM1204;ME1894;SE1051;SW0988;TP0892;TV1088;9
52289;VALLE DEL CAUCA;AP1149;AT3119;;ES1140;;ME1899;SE1052;SW0989;TP0956;TV1089;8
52290;VALLE DEL CAUCA;AP1040;AT1001;;ES1186;IM1102;ME1342;SE1010;SW1100;TP1081;TV1002;9
52291;META;AP2586;AT2586;;ES2586;IM3432;ME3172;SE2586;SW2586;TP2500;TV2586;9
52292;CAUCA;AP0104;AT0377;;ES0594;IM0080;ME1597;SE0567;SW0548;TP0648;TV0644;9
52293;VALLE DEL CAUCA;AP1049;AT0978;;ES1126;IM3465;ME3337;SE2813;SW1068;TP3372;TV0979;9
52294;CAUCA;AP0068;AT2881;;ES2885;IM0697;ME1336;SE0487;SW0401;TP0513;TV0041;9
52295;META;AP2547;AT2460;;ES2547;IM2547;ME3248;SE2547;SW2547;TP2560;TV2547;9
52296;CORDOBA;AP1325;AT1415;;ES2918;IM1271;ME2427;SE1495;SW1670;TP1564;TV1625;9
52297;VALLE DEL CAUCA;AP2785;AT2795;;ES2756;IM2756;ME1944;SE2757;SW2756;TP3369;TV2785;9
52298;VALLE DEL CAUCA;AP2784;AT2784;;ES2784;IM2784;;SE2784;SW2784;TP2784;TV2784;8
52299;META;AP2540;AT2713;;ES2996;IM2915;ME3237;SE2468;SW2540;TP2497;TV2540;9
52300;BOLIVAR;AP2850;AT2850;;ES2923;IM2851;ME3415;SE2850;SW2850;TP2304;TV2850;9
52301;META;AP2544;AT2544;;;;ME3221;SE2544;SW2544;TP2544;TV2975;7
52302;BOLIVAR;AP2413;AT2190;;ES2143;IM2852;ME3416;SE2163;SW2313;TP3178;TV2393;9
52303;CAUCA;AP1620;AT2758;;ES2758;IM2977;ME3660;SE2758;SW2758;TP3481;TV2758;9
52304;BOLIVAR;AP2906;AT2851;;ES3046;IM2403;ME3019;SE2851;SW2851;TP2851;TV1378;9
52305;BOLIVAR;AP2887;AT2852;;ES1771;IM3383;ME3418;SE2852;SW2852;TP3400;TV2851;9
52306;CORDOBA;AP1416;AT1337;;ES1317;IM1525;ME2453;SE1624;SW1324;TP1518;TV1317;9
52307;VALLE DEL CAUCA;AP2759;AT2759;;ES2759;IM2759;ME3365;SE2759;SW2759;;TV2759;8
52308;VALLE DEL CAUCA;AP2554;AT2554;;ES3033;IM3548;;SE2554;SW2554;TP3608;TV2554;8
52309;SUCRE;AP2639;AT2639;;ES3072;IM2639;ME3284;SE2639;SW2639;TP2039;TV2639;9
52310;VALLE DEL CAUCA;;;;;;;;;;;0
52311;GUAVIARE;AP2486;AT2486;;ES2486;;;SE2486;SW2486;TP2486;TV2486;7
52312;VALLE DEL CAUCA;AP1324;AT1406;;ES1286;IM1557;ME3392;SE2804;SW1356;;TV1624;8
52313;CAUCA;;;;;;;;;;;0
52314;CORDOBA;AP2854;AT1339;;ES3150;;ME3425;SE1662;SW1322;TP2852;TV1319;8
52315;CAUCA;AP0466;AT0846;;ES2512;IM0216;ME3333;SE0351;SW0316;;TV2974;8
52316;META;AP2930;AT2542;;;IM3449;ME3328;SE2551;SW2542;TP3690;;7
52317;VALLE DEL CAUCA;;;;;;;;;;;0
52318;CAUCA;;;;;;;;;;;0
52319;META;AP2597;AT2597;;;;ME4004;SE2597;;TP3697;;5
52320;VALLE DEL CAUCA;;;;;;;;;;;0
52321;VALLE DEL CAUCA;;;;;;;;;;;0
52322;CAUCA;;;;;;;;;;;0
52323;SUCRE;;;;;;;;;;;0
52324;SUCRE;;;;;;;;;;;0
52325;CORDOBA;;;;;;;;;;;0
52326;CORDOBA;;;;;;;;;;;0
52327;CAUCA;;;;;;;;;;;0
52328;META;;;;;;;;;;;0
52329;BOLIVAR;;;;;;;;;;;0
52330;CORDOBA;;;;;;;;;;;0
52331;VALLE DEL CAUCA;;;;;;;;;;;0
